word,let,syl,freq_KF,freq_BNC,freq_TV,freq_PG,freq_BN,noun,adjective,ndim1,ndim2,ndim3,ndim4,ndim5,ndim6,ndim7,adim1,adim2,adim3,adim4,adim5,adim6,adim7,adim8,adim9,adim10,p_hit,p_fa,DP
casino,6,3,2,2.317682,8.557599,-99,20.372549,1,0,3.56,3.59,5.84,5.75,6.53,3.21,2.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.846154,0.068966,2.503616
centre,6,2,2,231.518482,2.669971,46.0938,9.901961,1,0,3.44,2.66,3.25,4.03,4.88,2.22,1.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.692308,0,2.82875
cherries,8,2,2,2.297702,1.74575,-99,1.960784,1,0,4.57,2.69,6.23,5.8,6.65,3.38,2.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.756757,0.043478,2.407583
compassionate,13,4,2,2.457542,4.381491,3.42482,1.784314,0,1,-99,-99,-99,-99,-99,-99,-99,6.52,2.23,5.14,4.52,6.7,4.82,6.05,6.61,6.88,4.93,-99,-99,-99
condescending,13,4,2,0.919081,1.779981,2.07514,1.294118,0,1,-99,-99,-99,-99,-99,-99,-99,2.04,6.2,4.28,5.28,6.53,4.86,4.2,2.13,1.76,3.72,-99,-99,-99
cosmopolitan,12,4,2,2.907093,-99,2.26739,1.156863,1,1,4.18,2.9,4.21,4.33,5.3,3.15,1.75,4.04,3.42,4.18,4.34,5.21,2.85,2.17,4.09,3.96,3.82,0.815789,0,3.225783
deceit,6,2,2,2.107892,1.334986,5.64395,1.862745,1,0,2.09,5.52,3.85,3.33,5.85,4.28,5.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.709677,0.032258,2.401039
diligent,8,3,2,1.438561,-99,4.94063,0.784314,0,1,-99,-99,-99,-99,-99,-99,-99,5.32,4.24,4.99,4.48,5.71,3.78,2.01,5.9,6.4,5,-99,-99,-99
discourteous,12,4,2,0.31968,-99,-99,0.235294,0,1,-99,-99,-99,-99,-99,-99,-99,1.42,3.85,5.51,4.44,5.25,3.01,3.29,1.42,1.4,3.33,-99,-99,-99
disdainful,10,3,2,0.809191,-99,2.44144,0.058824,0,1,-99,-99,-99,-99,-99,-99,-99,2.29,4.7,2.99,3.19,5.19,2.26,3.76,2.54,2.09,3.7,-99,-99,-99
dishonest,9,3,2,3.586414,2.635741,3.99522,2.588235,0,1,-99,-99,-99,-99,-99,-99,-99,1.41,4.86,5.01,4.71,7,5.4,4.9,1.15,1.25,5.16,-99,-99,-99
disloyal,8,3,2,0.979021,-99,-99,0.960784,0,1,-99,-99,-99,-99,-99,-99,-99,1.13,5.41,5.45,4.58,6.38,2.83,5.18,1.31,1.17,4.71,-99,-99,-99
disobedient,11,5,2,0.749251,-99,-99,0.215686,0,1,-99,-99,-99,-99,-99,-99,-99,2.34,5.87,5.09,4.6,6.84,3.78,3.96,2.29,2.33,3.99,-99,-99,-99
dominating,10,4,2,3.496503,-99,-99,0.588235,0,1,-99,-99,-99,-99,-99,-99,-99,2.5,5.39,5,3.91,5.88,4.52,4.94,3.39,2.92,4.72,-99,-99,-99
domineering,11,4,2,0.789211,-99,-99,0.333333,0,1,-99,-99,-99,-99,-99,-99,-99,2.88,4.36,3.97,4.23,4.28,2.56,3.17,2.26,2.6,5.91,-99,-99,-99
exacting,8,3,2,1.958042,-99,4.35203,0.45098,0,1,-99,-99,-99,-99,-99,-99,-99,3.77,3.89,2.86,3.72,5.82,2.97,2.26,3.19,3.83,5.3,-99,-99,-99
favour,6,2,2,33.246753,8.386448,55.1618,18.588235,1,0,5.1,2.75,3.62,3.2,5.27,3.65,3.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.710526,0.111111,1.775563
festive,7,2,2,4.015984,2.875353,2.82435,1.921569,0,1,-99,-99,-99,-99,-99,-99,-99,4.97,2.77,6.14,5.7,6.54,3.97,1.93,4.86,4.67,4.76,-99,-99,-99
filth,5,1,2,2.817183,3.491501,3.95013,4.529412,1,0,2.21,4.21,4.81,3.88,6.32,3,3.07,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.615385,0.222222,1.058091
foolhardy,9,3,2,0.989011,-99,-99,0.411765,0,1,-99,-99,-99,-99,-99,-99,-99,3.02,4.73,4.28,4.24,4.99,1.78,3.23,2.32,1.86,3.18,-99,-99,-99
forgetful,9,3,2,0.859141,-99,3.46596,0.745098,0,1,-99,-99,-99,-99,-99,-99,-99,3.03,3.94,3.86,3.91,6.47,3.53,3.4,2.96,1.99,3.13,-99,-99,-99
forgiving,9,3,2,1.558442,5.339942,-99,2.490196,0,1,-99,-99,-99,-99,-99,-99,-99,6.18,2.09,4.54,4.4,6.44,3.99,5.43,6.54,6.59,6.54,-99,-99,-99
fright,6,1,2,4.255744,1.608829,12.5102,2.764706,1,0,1.95,5.47,5.47,3.71,5.9,4.04,4.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.434783,0.045455,1.526411
fungus,6,2,2,2.927073,1.985363,-99,2.196078,1,0,2.12,3.96,6.12,5.58,6,2.38,2.35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.085714,2.132338
garter,6,2,2,1.638362,1.403446,-99,1.313725,1,0,3.59,3.14,4.46,4.88,4.07,1.85,2.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.888889,0.038462,2.989465
gender,6,2,2,19.86014,2.327667,1.44461,2.803922,1,0,4.45,2.82,5.51,4.94,6.09,4.88,2.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.777778,0.081081,2.162546
ginger,6,2,2,6.383616,8.934134,2.56011,6.411765,1,0,3.9,2.67,5.77,5.8,6.25,3.32,2.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.821429,0.037037,2.706979
glacier,7,2,2,2.337662,-99,3.33463,0.745098,1,0,4,2.62,6.58,5.87,6.33,2.87,2.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.722222,0.037037,2.375611
gullible,8,3,2,1.358641,2.533049,-99,1.254902,0,1,-99,-99,-99,-99,-99,-99,-99,3.05,4.46,5,3.93,6.49,3.37,3.02,3.61,2.93,2.98,-99,-99,-99
haphazard,9,3,2,2.717283,-99,1.53559,0.196078,0,1,-99,-99,-99,-99,-99,-99,-99,2.23,3.73,3.24,3.6,4.63,2.84,2.37,2.36,1.71,3.21,-99,-99,-99
heroin,6,3,2,9.490509,5.819168,-99,9.823529,1,0,2.72,4.72,5.58,5.31,5.93,3.82,3.55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.791667,0,3.138566
homosexual,10,5,2,8.401598,3.525731,-99,4.72549,1,1,2.58,4.82,5.24,4.89,6.68,4.75,3.75,3.18,4.12,4.54,5.97,6.95,4.69,2.79,3.93,1.97,4.67,0.913043,0,3.686085
honour,6,2,2,27.532468,6.298393,92.4464,23.784314,1,0,5.83,3.3,4.3,3.6,6.03,4.63,4.56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.68,0.172414,1.412368
hostage,7,2,2,4.655345,10.645654,1.534,14.568627,1,0,1.76,5.96,6.11,5.38,6.73,4.57,4.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.708333,0.047619,2.216913
idealistic,10,4,2,1.758242,-99,-99,0.803922,0,1,-99,-99,-99,-99,-99,-99,-99,4.48,3.31,2.04,2.24,5.63,5.09,2.73,5.06,4.84,3.86,-99,-99,-99
impotent,8,3,2,2.227772,1.369216,4.09807,2.078431,0,1,-99,-99,-99,-99,-99,-99,-99,2.56,4.22,3.41,3.84,4.53,2.55,2.45,2.39,1.93,2.65,-99,-99,-99
incompetent,11,4,2,3.756244,3.354579,2.70172,3.803922,0,1,-99,-99,-99,-99,-99,-99,-99,1.61,5.32,3.31,3.72,4.76,3.36,3.6,1.38,1.31,3.17,-99,-99,-99
indecisive,10,4,2,0.969031,-99,-99,0.529412,0,1,-99,-99,-99,-99,-99,-99,-99,2.49,4.39,4.81,4.87,5.77,4.21,2.93,2.29,1.32,4.14,-99,-99,-99
insolent,8,3,2,0.939061,-99,8.52368,1.196078,0,1,-99,-99,-99,-99,-99,-99,-99,2.46,4.71,2.58,3.42,4.65,2.44,4.17,2.76,2.35,3.53,-99,-99,-99
introspective,13,4,2,0.899101,-99,-99,0.294118,0,1,-99,-99,-99,-99,-99,-99,-99,4.46,2.67,4.68,3.37,4.97,1.62,2.37,4.07,4.19,4.2,-99,-99,-99
intrusive,9,3,2,2.447552,-99,-99,0.607843,0,1,-99,-99,-99,-99,-99,-99,-99,2.49,5.01,4.37,4.91,6.42,3.81,2.26,2.33,1.87,4.16,-99,-99,-99
jerk,4,1,2,2.427572,41.692625,4.81009,33.137255,1,0,2.18,4.93,4.96,4.24,6.27,3.9,4.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.653846,0.103448,1.65787
jewel,5,2,2,3.656344,2.498819,6.99204,7.235294,1,0,5.2,2.96,5.68,5.55,5.82,3.41,2.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.684211,0.083333,1.8625
jumpy,5,2,2,0.709291,3.251888,-99,3.098039,0,1,-99,-99,-99,-99,-99,-99,-99,3.38,3.86,5.53,4.39,4.9,2.56,3.36,2.95,2.17,3.32,-99,-99,-99
kidnapper,9,3,2,0.619381,3.388809,-99,4.039216,1,0,1.53,5.76,5.1,5.56,6.6,3.36,5.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.826087,0.125,2.089164
knowledgeable,13,4,2,3.366633,-99,-99,0.784314,0,1,-99,-99,-99,-99,-99,-99,-99,6.32,2.37,4.68,4.69,5.96,4.67,3.23,6.45,6.94,5.53,-99,-99,-99
lice,4,1,2,1.728272,1.643059,-99,2.137255,1,0,2,5.34,5.72,5.79,6.51,2.03,3.55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.04,2.592307
lifeless,8,2,2,2.627373,-99,6.15423,1.254902,0,1,-99,-99,-99,-99,-99,-99,-99,2.06,3.65,5.38,4.49,6.22,3.58,2.92,1.6,1.4,2.94,-99,-99,-99
limber,6,2,2,0.10989,-99,-99,0.823529,0,1,-99,-99,-99,-99,-99,-99,-99,4.56,2.59,4.53,5.44,6.19,2.42,2.23,4.13,4.78,3.71,-99,-99,-99
lonesome,8,2,2,0.3996,2.361897,4.12181,7,0,1,-99,-99,-99,-99,-99,-99,-99,2.34,4.68,5.85,4.71,5.97,3.51,5.72,2.28,1.35,2.11,-99,-99,-99
luscious,8,2,2,1.078921,1.198064,1.42958,1.27451,0,1,-99,-99,-99,-99,-99,-99,-99,4.31,3.25,4.13,4.44,4.33,4.31,3.98,4.89,5.08,4.55,-99,-99,-99
madman,6,2,2,1.498501,3.286118,-99,5.27451,1,0,2.3,5.33,5.3,4,5.86,3.26,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.758621,0.071429,2.167106
malice,6,2,2,3.196803,-99,12.7087,1.176471,1,0,2.22,4.78,4.07,3.07,5.44,2.82,4.21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6875,0.045455,2.179398
malicious,9,3,2,3.426573,1.779981,7.20644,1.568627,0,1,-99,-99,-99,-99,-99,-99,-99,1.57,5.26,5.21,4.67,6.87,4.3,5.03,1.43,1.14,4.75,-99,-99,-99
masterful,9,3,2,0.929071,-99,-99,0.392157,0,1,-99,-99,-99,-99,-99,-99,-99,5.7,3.61,4.79,4.18,5.46,3.69,3.52,4.72,5.81,5.46,-99,-99,-99
materialistic,13,5,2,1.168831,-99,-99,0.45098,0,1,-99,-99,-99,-99,-99,-99,-99,2.54,4.49,5.71,4.53,6.78,5.49,3.93,2.92,2.49,3.91,-99,-99,-99
measles,7,2,2,2.497502,-99,1.72704,2.098039,1,0,2,4.54,4.37,4.66,5,2.04,2.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.809524,0,3.202491
meditative,10,4,2,0.739261,-99,-99,0.215686,0,1,-99,-99,-99,-99,-99,-99,-99,4.95,2.1,4.65,2.98,5.21,3.05,3.78,4.78,4.85,5.48,-99,-99,-99
morbid,6,2,2,1.908092,2.259206,6.7903,2.588235,0,1,-99,-99,-99,-99,-99,-99,-99,1.63,5.44,6.88,4.53,6.95,4.28,3,2.11,1.82,3.3,-99,-99,-99
morose,6,2,2,1.188811,-99,2.19777,0.352941,0,1,-99,-99,-99,-99,-99,-99,-99,2.19,3.37,3.36,3.97,3.72,2.56,4.09,1.55,1.53,2.71,-99,-99,-99
mosquito,8,3,2,2.417582,1.814211,2.12577,1.823529,1,0,2.48,4.59,6.51,6.55,6.59,3.07,2.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.888889,0,3.546988
mucus,5,2,2,2.267732,-99,-99,0.588235,1,0,2.51,3.96,5.64,5.93,6.2,2.66,1.78,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.730769,0.088235,1.966843
mural,5,2,2,1.598402,2.635741,-99,1.019608,1,0,4.59,2.66,5.37,4.59,5.66,3.22,3.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.55,0,2.452009
mushroom,8,2,2,3.356643,1.951133,1.39635,2.137255,1,0,3.68,2.17,6.6,5.94,6.54,3,1.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.763158,0,3.042845
narcotic,8,3,2,0.649351,-99,-99,0.862745,1,1,2.09,4.77,4.29,4.9,5.7,4.41,3.38,2.26,5.11,5.4,4.16,4.62,5.73,4.64,2.4,1.05,3.66,0.806452,0.041667,2.596559
negligent,9,3,2,3.566434,1.334986,2.22704,1,0,1,-99,-99,-99,-99,-99,-99,-99,2.12,4.93,4.89,4.47,6.55,4.47,3.57,2.22,2.18,2.71,-99,-99,-99
nun,3,1,2,4.445554,6.709158,4.99917,6.960784,1,0,4.4,2.77,6.37,6.18,6.07,2.48,2.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.84,0,3.320806
obedient,8,4,2,2.107892,-99,11.0624,1.960784,0,1,-99,-99,-99,-99,-99,-99,-99,4.77,2.94,4.49,4.32,6.7,3.68,4.11,4.9,4.84,5.8,-99,-99,-99
obscene,7,2,2,4.865135,2.088054,2.03084,3.45098,0,1,-99,-99,-99,-99,-99,-99,-99,1.6,4.78,5.15,4.27,5.53,3.8,3.08,1.86,1.15,3.2,-99,-99,-99
ooze,4,1,2,0.939061,-99,-99,0.529412,1,0,2.42,4.2,5.2,3.92,5.14,2.5,2.79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.962963,0,4.112503
opinionated,11,4,2,0.4995,-99,-99,0.529412,0,1,-99,-99,-99,-99,-99,-99,-99,3.38,5.1,5.77,3.88,6.61,5.35,3.82,5,3.8,4.55,-99,-99,-99
owl,3,1,2,11.408591,3.080736,7.00233,5.607843,1,0,4.62,2.58,6.24,5.82,6.37,3.68,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.675676,0,2.781988
paprika,7,3,2,0.42957,-99,-99,0.803922,1,0,4.62,2.72,5.55,6.31,5.65,2.48,1.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.794118,0,3.14714
patio,5,3,2,4.385614,2.259206,-99,2.607843,1,0,4.72,2.55,6.03,5.93,6.44,3.68,1.68,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.611111,0.137931,1.371878
prick,5,1,2,2.277722,6.02455,2.6503,14.117647,1,0,2.53,4.21,4.14,4.32,5.82,2.5,3.39,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.789474,0,3.130944
prudent,7,2,2,4.925075,1.574598,15.2483,1.607843,0,1,-99,-99,-99,-99,-99,-99,-99,2.91,4.06,5.39,5.81,5.19,2.6,2.98,3.01,3.13,5.31,-99,-99,-99
puppy,5,2,2,4.805195,10.440271,2.64001,11.45098,1,0,5.91,1.95,6.56,6.34,6.39,4.13,4.78,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.794118,0,3.14714
quarrelsome,11,3,2,0.619381,-99,1.90267,0.156863,0,1,-99,-99,-99,-99,-99,-99,-99,1.72,5.11,4.7,4.32,6.23,3.19,4.11,1.57,1.36,3.59,-99,-99,-99
ram,3,1,2,10.08991,3.183427,4.16927,6.431373,1,0,3.2,3.06,5.6,4.96,6.13,2.46,2.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.026316,2.368659
realist,7,3,2,3.756244,1.540368,-99,0.882353,0,1,-99,-99,-99,-99,-99,-99,-99,4.33,3.43,3.49,4.98,6.25,2.55,1.4,4.47,4.24,5.38,-99,-99,-99
rebellious,10,3,2,2.347652,1.198064,6.34806,0.921569,0,1,-99,-99,-99,-99,-99,-99,-99,3.29,4.71,5.83,4.34,6.86,2.74,4.59,3.51,4.06,4.47,-99,-99,-99
refreshment,11,3,2,2.907093,-99,6.19537,1,1,0,5.43,1.73,5.23,4.9,6.23,3.9,3.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.478261,0.029412,1.834991
riches,6,2,2,3.356643,-99,16.4714,3.333333,1,0,5.44,2.7,5.07,3.81,6.29,4.62,3.29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0,2.757075
roach,5,1,2,3.516484,2.190745,-99,2.647059,1,0,2.03,4.44,5.25,5.78,6.21,2.86,2.64,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.827586,0.090909,2.279847
robber,6,2,2,1.918082,2.019593,6.35597,4.686275,1,0,1.65,5.4,5.84,5.78,6.09,4.87,4.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.647059,0.066667,1.878478
rotten,6,2,2,8.061938,13.486777,8.50786,17.470588,0,1,-99,-99,-99,-99,-99,-99,-99,2.1,4.52,4.69,3.4,7,3.22,3.49,2.02,1.56,3.69,-99,-99,-99
sage,4,1,2,3.296703,2.498819,9.6732,1.745098,1,0,4.09,2.43,3.93,4.51,4.15,1.87,2.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.65,0.037037,2.171476
scatterbrained,14,3,2,-99,-99,-99,0.058824,0,1,-99,-99,-99,-99,-99,-99,-99,2.59,3.98,3.66,3.67,5.15,2.83,2.73,2.97,1.82,2.77,-99,-99,-99
scolding,8,2,2,0.879121,-99,-99,0.470588,0,1,-99,-99,-99,-99,-99,-99,-99,2.27,5.61,5.7,4.57,5.64,3.95,3.36,2.13,1.85,4.1,-99,-99,-99
selfless,8,2,2,1.018981,3.696883,-99,1.823529,0,1,-99,-99,-99,-99,-99,-99,-99,5.17,3.07,4.52,3.41,6.27,4.43,5.39,5.69,5.79,4.2,-99,-99,-99
sexy,4,2,2,6.493506,29.061608,-99,29.980392,0,1,-99,-99,-99,-99,-99,-99,-99,5.31,2.78,5.81,4.57,6.22,6.06,3.94,5.71,5.98,5.13,-99,-99,-99
shove,5,1,2,3.346653,10.611423,2.2666,13.215686,1,0,2.86,4.95,5.63,4.45,5.9,3.5,3.81,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.5,0,2.326348
sip,3,1,2,3.836164,5.784937,2.15584,5.098039,1,0,4.42,2.51,5.29,5.23,6.15,3.3,1.92,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.576923,0,2.520376
skillet,7,2,2,0.10989,-99,-99,1.215686,1,0,4.02,2.52,6,5.79,5.76,2.35,1.79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.083333,1.813721
skyscraper,10,3,2,0.44955,-99,-99,0.784314,1,0,4.09,3.26,6.08,5.9,6.43,3.52,2.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.814815,0,3.222128
slap,4,1,2,4.815185,9.892585,3.10282,12.470588,1,0,2.83,4.96,6.12,5.74,6.64,4.41,2.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.576923,0.083333,1.577022
sluggish,8,2,2,2.497502,-99,3.61152,0.784314,0,1,-99,-99,-99,-99,-99,-99,-99,1.81,3.93,5.36,4.33,5.54,3.01,3.13,1.91,1.35,4.01,-99,-99,-99
smallpox,8,2,2,1.598402,-99,2.06169,1.470588,1,0,2.04,4.64,4.08,5.84,5.56,2.36,3.24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.827586,0.04,2.695356
sneak,5,1,2,2.697303,20.161704,2.47941,16.882353,1,0,3.13,3.97,4.94,4.02,5.83,4,2.78,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.541667,0.115385,1.303013
sniff,5,1,2,3.146853,3.012275,1.8022,3.54902,1,0,4.22,3.05,5.13,4.91,6.58,3.27,2.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.833333,0.0625,2.501542
snobbish,8,2,2,0.599401,-99,-99,0.313725,0,1,-99,-99,-99,-99,-99,-99,-99,1.71,4.91,6.18,4.86,6.18,3.82,4.42,1.34,1.18,4.55,-99,-99,-99
spinach,7,2,2,1.898102,1.643059,-99,2.54902,1,0,3.66,3.48,6.33,6.13,6.5,3.02,2.25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.772727,0.052632,2.367715
stinking,8,2,2,2.207792,4.997638,1.40347,9.27451,0,1,-99,-99,-99,-99,-99,-99,-99,1.61,4.37,5.21,5.13,6.5,2.62,3.74,1.21,1.1,2.41,-99,-99,-99
suave,5,1,2,0.719281,-99,-99,0.921569,0,1,-99,-99,-99,-99,-99,-99,-99,4.42,3.18,5.35,2.95,6.19,2.73,3.57,4.5,4.88,5.88,-99,-99,-99
surly,5,2,2,0.949051,-99,3.46754,0.705882,0,1,-99,-99,-99,-99,-99,-99,-99,2.62,4.43,3.8,4.08,4.77,3.29,4.77,2.74,1.9,3.89,-99,-99,-99
tactful,7,2,2,1.788212,-99,-99,0.568627,0,1,-99,-99,-99,-99,-99,-99,-99,4.99,3.62,5.47,5.56,5.8,3.24,2.81,4.8,5.7,4.11,-99,-99,-99
traitor,7,2,2,2.517483,4.655334,10.6091,10.588235,1,0,1.73,5.22,4.29,4.8,6.34,3.26,4.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,0.181818,1.582948
unemotional,11,5,2,0.579421,-99,-99,0.196078,0,1,-99,-99,-99,-99,-99,-99,-99,2.69,3.89,4.89,3.28,6,3.42,2.26,1.59,1.39,3.86,-99,-99,-99
unenthusiastic,14,5,2,0.599401,-99,-99,0.039216,0,1,-99,-99,-99,-99,-99,-99,-99,2.1,4.21,5.74,5.26,6.71,4.76,3.01,1.96,1.53,4.09,-99,-99,-99
ungrateful,10,3,2,1.428571,4.689565,7.65897,4.607843,0,1,-99,-99,-99,-99,-99,-99,-99,1.13,4.29,3.81,3.16,5.85,2.52,3.93,1.13,1.36,2.1,-99,-99,-99
unlucky,7,3,2,5.094905,2.224976,7.8172,4.117647,0,1,-99,-99,-99,-99,-99,-99,-99,2.47,4.95,5.51,3.82,6.35,3.67,4.18,3.11,2.32,2.14,-99,-99,-99
unpredictable,13,4,2,6.793207,3.628422,-99,3.431373,0,1,-99,-99,-99,-99,-99,-99,-99,3.68,4.56,4.07,3.88,6.92,5.12,3.95,3.62,3.91,3.63,-99,-99,-99
unruly,6,3,2,1.888112,-99,2.46992,0.705882,0,1,-99,-99,-99,-99,-99,-99,-99,1.97,4.34,4.5,4.18,5.15,3.02,3.47,3.27,2.45,2.72,-99,-99,-99
valentine,9,3,2,3.156843,5.887628,7.49204,15.058824,1,0,5.2,2.72,4.96,4.36,6.08,3.68,4.72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.71875,0,2.90548
venom,5,2,2,2.517483,1.471907,2.54982,2.333333,1,0,1.96,5.03,4.75,5.21,6.28,2.46,2.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.730769,0.08,2.020213
vindictive,10,3,2,1.368631,4.004957,3.59254,1.058824,0,1,-99,-99,-99,-99,-99,-99,-99,2.06,4.93,4.4,5.25,5.93,3.15,4.1,1.97,1.84,4.49,-99,-99,-99
volcano,7,3,2,3.896104,3.183427,4.05931,3.333333,1,0,2.72,4.82,6.65,6.1,6.5,3.17,2.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.769231,0.027027,2.662719
wasp,4,1,2,2.527473,-99,-99,1.431373,1,0,2.29,4.94,6.43,6,6.48,2.78,3.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.826087,0.060606,2.48852
waterfall,9,3,2,3.866134,1.471907,2.19381,1.862745,1,0,5.47,1.82,6.6,6.41,6.45,3.78,3.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.68,0,2.794047
whore,5,1,2,2.837163,13.452546,1.41059,21.098039,1,0,2.16,4.33,5.16,4.75,5.54,4.45,3.83,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.84,0,3.320806
wrinkle,7,2,2,0.529471,1.848441,1.52056,1.882353,1,0,3,3.38,6.15,6.11,6,3.57,2.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.821429,0.034483,2.739469
addicted,8,3,3,2.767233,4.449952,3.52846,4.529412,0,1,-99,-99,-99,-99,-99,-99,-99,1.52,5.14,6.66,4.5,6.46,5.52,4.49,2.18,1.62,2.82,-99,-99,-99
adorable,8,4,3,0.709291,11.946409,2.98099,10.529412,0,1,-99,-99,-99,-99,-99,-99,-99,5.71,1.83,6.86,4.87,6.5,4.82,4.91,5.99,5.84,3.62,-99,-99,-99
agility,7,4,3,1.708292,-99,3.09729,0.45098,1,0,5,3.34,5.13,3.63,6.09,3.52,1.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.64,0.026316,2.29639
alcoholic,9,4,3,7.762238,5.750707,1.59097,6.196078,1,1,1.26,5.46,6,5.33,6.6,4.86,5.8,1.46,6.06,5.45,5.64,6.52,4.92,1.29,2.07,1.09,1.89,0.852941,0.090909,2.384309
aspirin,7,3,3,3.226773,7.70184,-99,7.745098,1,0,3.82,3.82,6.17,5.83,5.86,4.3,2.13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.689655,0.125,1.645223
barracks,8,2,3,6.383616,1.779981,-99,4.431373,1,0,2.55,5.1,5.44,5.43,5.24,3.31,3.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.8,0.04,2.592307
bland,5,1,3,6.213786,-99,2.48732,1.078431,0,1,-99,-99,-99,-99,-99,-99,-99,1.96,2.83,5.47,5.49,6.61,4.22,3,2.08,1.2,2.65,-99,-99,-99
blister,7,2,3,0.759241,-99,-99,0.941176,1,0,2.07,4.62,6.18,5.44,6.18,3,2.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.771429,0.09375,2.061571
candid,6,2,3,1.548452,2.293437,5.88841,2,0,1,-99,-99,-99,-99,-99,-99,-99,4.29,2.92,3.67,4.77,5.28,3.59,2.39,5.08,4.63,4.14,-99,-99,-99
cheat,5,1,3,4.185814,12.288713,6.46277,17.666667,1,0,1.48,4.9,5.15,4.15,6.51,4.54,4.12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.666667,0.032258,2.279324
conformist,10,3,3,0.639361,-99,-99,0.117647,1,1,3.04,4.33,3.2,4.16,4.39,3.12,4.04,2.44,5.35,4.29,3.43,6.46,4.16,2.63,2.65,2.2,3.14,0.73913,0.034483,2.459312
cowardly,8,3,3,1.458541,1.643059,7.61941,2.313725,0,1,-99,-99,-99,-99,-99,-99,-99,2.14,4.75,4.85,4.66,6.54,4.8,4.17,2.71,1.18,3.02,-99,-99,-99
darn,4,1,3,0.739261,13.281394,1.41929,13.901961,1,0,3.61,4.02,2.72,2.77,5.38,3,3.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.69697,0,2.842053
